locus_tag	gene	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)
SL1344_0092	pdxAa	54.76	62.37	131.32	82.82
SL1344_0093	surA	121.67	191.87	215.76	176.43
SL1344_0094	imp	145.35	155.19	182.61	161.05
SL1344_0095	djlA	0	37.98	32.72	23.57
SL1344_0096	rluA	9.13	26.33	31.35	22.27
SL1344_0097	hepA	10.35	7.3	15.24	10.96
SL1344_0098	polB	5.12	6.56	11.3	7.66
SL1344_0099		0	3.11	4.76	2.62
SL1344_0099A		0	0	50.03	16.68
SL1344_0100		0	0	0	0
SL1344_0101	araD	0	2.77	0	0.92
SL1344_0102	araA	0	0	0	0
SL1344_0103	araB	0	0	0	0
SL1344_0104	araC	7.12	29.66	10.48	15.75
SL1344_0105	yabI	0	22.62	50.03	24.22
SL1344_0106	thiQ	0	2.73	0	0.91
SL1344_0107	thiP	0	0	5.5	1.83
SL1344_0108	tbpA	0	1.96	6.01	2.66
SroA	SroA	135.24	259.91	132.67	175.94
SL1344_0109	yabN	0	2.33	7.12	3.15
SgrS	SgrS	0	66.76	728.37	265.04
SL1344_0109A	sgrT	0	0	0	0
SL1344_0110	leuD	39.79	22.3	48.79	36.96
SL1344_0111	leuC	8.6	19.28	18.98	15.62
SL1344_0112	leuB	49.64	42.41	35.17	42.41
SL1344_0113	leuA	42.14	23.31	31.94	32.46
SL1344_0114	leuL	4828.45	3026.01	3295.06	3716.5
SL1344_0115	leuO	19.13	2.04	3.13	8.1
SL1344_0116	ilvI	21.74	20.89	15.99	19.54
SL1344_0117	ilvH	36.77	35.33	96.19	56.1
SL1344_0118	fruR	35.96	46.08	79.38	53.81
SL1344_0119	mraZ	262.8	273.58	560.72	365.7
SL1344_0120	mraW	76.74	94.23	181.94	117.64
SL1344_0121	ftsL	115.41	369.69	606.54	363.88
SL1344_0122	ftsI	224.91	413.7	680.29	439.63
SL1344_0123	murE	36.42	67.41	71.46	58.43
SL1344_0124	murF	26.59	48.26	45.65	40.17
SL1344_0125	mraY	94.55	121.15	122.77	112.82
SL1344_0126	murD	91.46	123.04	174.96	129.82
SL1344_0127	ftsW	15.6	38.32	102.05	51.99
SL1344_0128	murG	33.84	59.62	116.19	69.88
SL1344_0129	murC	32.64	48.36	88.05	56.35
SL1344_0130	ddlB	39.25	88	150.8	92.68
SL1344_0131	ftsQ	101.51	83.61	78.24	87.79
SL1344_0132	ftsA	104.91	122.2	245.6	157.57
SL1344_0133	ftsZ	167.31	184.23	241.07	197.54
SL1344_0134	lpxC	360.95	525.54	740.37	542.29
SL1344_0135	yacA	14.06	13.51	34.48	20.69
SL1344_0136	secA	40.05	59.86	63.29	54.4
SL1344_0137	mutT	0	4.88	7.47	4.12
SL1344_0138	yacG	0	20.19	46.36	22.18
SL1344_0139	yacF	8.1	5.19	19.86	11.05
SL1344_0140	coaE	0	40.42	19.04	19.82
SL1344_0141	guaC	34.62	27.72	19.81	27.38
SL1344_0142	pilC	0	1.6	0	0.53
SL1344_0143	pilB	0	0	2.13	0.71
SL1344_0144	pilA	13.77	4.41	0	6.06
SL1344_0145	nadC	0	18.09	19.78	12.62
SL1344_0146	ampD	10.69	27.39	57.67	31.92
SL1344_0147	ampE	28.19	20.32	10.37	19.62
SL1344_0148		0	0	0	0
SL1344_0149		8.56	1.37	6.3	5.41
SL1344_0150	aroP	17.53	9.83	17.2	14.85
SL1344_0151	pdhR	15.75	42.89	123.64	60.76
SL1344_0152	aceE	158.19	167.22	117.5	147.63
SL1344_0153	aceF	133.81	145.93	139.07	139.6
SL1344_0154	lpdA	181.73	223.36	257.04	220.71
SL1344_0155		0	0	0	0
SL1344_0156		0	0	0	0
SL1344_0157	yacH	0	2.39	0	0.8
SL1344_0159	acnB	83.42	90.56	135.26	103.08
SL1344_0160		21.44	32.05	66.61	40.03
SL1344_0161	yacL	99.75	26.63	138.62	88.33
SL1344_0162	kdgT	0	0	0	0
SL1344_0163		0	1.52	4.64	2.05
SL1344_0164	pdxAb	12.24	1.96	12.01	8.74
SL1344_0165		7.85	47.75	73.12	42.91
SL1344_0166	speD	7.58	43.7	26.02	25.77
SL1344_0167	speE	20.99	38.11	54.92	38.01
SL1344_0168	yacC	69.37	94.44	170.13	111.32
SL1344_0169	cueO	7.48	13.17	11	10.55
SL1344_0170	gcd	22.66	32.26	40.76	31.89
SL1344_0171	hpt	67.37	61.14	93.62	74.04
SL1344_0172	yadF	45.45	40.77	156.06	80.76
SL1344_0173	yadG	6.5	12.49	38.25	19.08
SL1344_0174	yadH	15.63	15.02	38.34	23
SL1344_0175	stiH	0	1.79	0	0.6
SL1344_0176	stiC	0	0	1.16	0.39
SL1344_0177	stiB	0	0	0	0
SL1344_0178	stiA	0	0	0	0
SL1344_0179	yadI	13.68	4.38	0	6.02
SL1344_0180	yadE	14.69	10.98	14.41	13.36
SL1344_0181	panD	31.67	5.07	77.68	38.14
SL1344_0182	panC	14.09	11.29	6.91	10.76
SL1344_0183	panB	7.61	2.44	11.2	7.08
SL1344_0184	folK	0	4.02	6.16	3.4
SL1344_0185	pcnB	16.98	25.83	29.14	23.98
SL1344_0186	yadB	25.58	8.19	25.1	19.62
SL1344_0187	dksA	52.91	160.99	291.94	168.61
SL1344_0188	sfsA	25.65	32.86	58.7	39.07
SL1344_0189	ligT	0	7.27	27.85	11.71
SL1344_0190	hrpB	0	10.13	11.93	7.35
SL1344_0191	mrcB	45.34	36.69	58.52	46.85
SL1344_0192	fhuA	32.99	27.3	40.45	33.58
SL1344_0193	fhuC	7.55	7.26	22.22	12.34
SL1344_0194	fhuD	33.81	15.16	53.07	34.01
SL1344_0195	fhuB	11.7	9.37	8.61	9.89
SL1344_0196	stfA	0	0	0	0
SL1344_0197	stfC	4.53	3.63	2.22	3.46
SL1344_0198	stfD	0	0	0	0
SL1344_0199	stfE	0	0	0	0
SL1344_0200	stfF	0	4.05	0	1.35
SL1344_0201	stfG	0	0	0	0
SL1344_0202		0	6.89	3.52	3.47
SL1344_0203	hemL	14.1	42.17	50.73	35.67
SL1344_0204	clcA	0	10.85	27	12.62
SL1344_0205	yadR	244.92	280.19	394.72	306.61
SL1344_0206	yadS	19.32	3.09	18.95	13.79
SL1344_0207	btuF	0	9.64	3.69	4.44
SL1344_0208	mtn	8.62	27.62	16.92	17.72
SL1344_0209	dgt	18.42	8.85	31.62	19.63
SL1344_0210	htrA	59.04	99.96	194.44	117.82
SL1344_0211	cdaR	46.81	23.33	35.72	35.29
SL1344_0212	yaeH	155.91	219.74	611.78	329.14
SL1344_0213		52.84	114.72	172.79	113.45
SL1344_0214	dapD	94.95	112.29	118.22	108.48
SL1344_0215	glnD	6.76	14.43	16.57	12.59
SL1344_0216	map	45.48	77.69	92.94	72.04
SL1344_0217	rpsB	655.76	864.13	789.87	769.92
SL1344_0218	tsf	374.8	577.62	617.42	523.28
SL1344_0219	pyrH	58.11	74.45	118.07	83.54
SL1344_0220	frr	226.89	228.41	323.27	259.53
sRNA1	sRNA1	92.59	88.97	45.41	75.66
SL1344_0221	dxr	15.1	37.07	69.11	40.42
SL1344_0222	uppS	63.52	99.18	214.18	125.63
SL1344_0223	cdsA	35.11	53.98	168.77	85.96
SL1344_0224	yaeL	137.99	162.54	334.04	211.52
SL1344_0225	yaeT	219.38	303.45	284.91	269.25
SL1344_0226	hlpA	732.09	882.36	1704.14	1106.2
SL1344_0227	lpxD	422.73	473.93	486.69	461.12
SL1344_0228	fabZ	132.27	271.15	447.64	283.68
SL1344_0229	lpxA	129.83	178.58	292.19	200.2
SL1344_0230	lpxB	26.21	40.3	59.14	41.88
SL1344_0231	rnhB	90.88	74.39	104.01	89.76
SL1344_0232	dnaE	44.94	51.49	102.58	66.33
SL1344_0233	accA	56.48	62.31	55.4	58.07
SL1344_0234		10.24	13.12	13.39	12.25
SL1344_0235	ldcC	5.62	8.1	8.27	7.33
SL1344_0236	yaeR	0	4.96	7.59	4.18
SL1344_0237	mesJ	14.91	4.78	9.75	9.81
SL1344_0238	rof	47.39	136.61	174.32	119.44
SL1344_0239	yaeP	27.61	194.54	473.92	232.02
SL1344_0240	yaeQ	22.08	67.2	70.41	53.23
SL1344_0241	yaeJ	14.26	31.98	13.99	20.08
SL1344_0242	cutF	51.51	30.25	33.69	38.48
SL1344_0243	proS	24.52	38.15	41.24	34.64
SL1344_0244	yaeB	8.51	16.36	0	8.29
SL1344_0245	rcsF	74.48	9.54	80.37	54.8
SL1344_0246	metQ	66.46	73.32	72.44	70.74
SL1344_0247	yaeE	9.22	14.76	9.04	11.01
SL1344_0248	abc	5.84	16.83	14.32	12.33
SL1344_0249	yaeD	42.53	13.62	5.22	20.46
tRNA_1	tRNA_1	36767.9	11618.9	18034.41	22140.4
tRNA_2	tRNA_2	5850.9	11512.54	11233.32	9532.25
tRNA_3	tRNA_3	35531.31	17296.32	14961.28	22596.3
SL1344_0250	dkgB	0	4.8	0	1.6
SL1344_0251	yafC	0	2.11	9.69	3.93
SL1344_0252		0	0	5.02	1.67
SL1344_0253	yafD	30.9	14.85	15.16	20.3
SL1344_0254	yafE	7.82	20.03	11.5	13.11
SL1344_0255	dniR	277.35	300.36	347.65	308.46
SL1344_0256	gloB	31.88	15.32	3.91	17.04
SL1344_0257	yafS	0	5.34	4.09	3.14
SL1344_0258	rnhA	12.89	24.77	12.64	16.77
SL1344_0259	dnaQ	8.23	7.91	20.19	12.11
SL1344_0260	sciA	0	0	0	0
SL1344_0261	sciB	0	0	0	0
SL1344_0262	sciC	0	1.02	1.57	0.86
SL1344_0263	sciD	0	3.9	0	1.3
SL1344_0264	sciE	0	0	7.16	2.39
SL1344_0265	sciF	6.67	2.14	3.27	4.03
SL1344_0266	sciG	0	0.73	0	0.24
SL1344_0267	sciH	0	0	5.45	1.82
SL1344_0268	sciI	4.03	2.58	0	2.2
SL1344_0270	sciJ	13.49	4.32	13.24	10.35
SL1344_0271	sciK	0	0	6.09	2.03
SL1344_0272		12.41	0	12.17	8.19
SL1344_0273		0	0	15.41	5.14
SL1344_0274	sciK1	0	11.92	6.09	6
SL1344_0275	sciN	0	0	0	0
SL1344_0276	sciO	0	1.44	0	0.48
SL1344_0277	sciP	0	1.48	0	0.49
SL1344_0278	sciQ	7.79	0	0	2.6
SL1344_0279	sciR	0	0	0	0
SL1344_0280	sciS	0	1.49	2.29	1.26
SL1344_0281	sciT	0	9.79	0	3.26
SL1344_0282	sciU	0	0	0	0
SL1344_0283	sciV	0	3.7	11.33	5.01
SL1344_0284	vgrS	0	0.88	4.05	1.64
SL1344_0285	sciW	0	0	0	0
SL1344_0286		5.01	4.36	5.74	5.04
SL1344_0286A		22.88	80.63	11.22	38.24
SL1344_0286B		0	18.59	28.97	15.85
SL1344_0288	sciX	0	8.64	0	2.88
SL1344_0289	sciY	0	0	24.2	8.07
IsrA	IsrA	0	0	0	0
SL1344_0291		0	6.26	0	2.09
SL1344_0292		0	0	0	0
SL1344_0293		0	0	21.08	7.03
SL1344_0294		0	0	0	0
SL1344_0295	safA	82.28	199.55	201.78	161.2
SL1344_0296	safB	33.76	32.44	8.28	24.83
SL1344_0297	safC	35.96	41.47	30.58	36
SL1344_0298	safD	38.41	32.81	81.65	50.96
SL1344_0299	ybeJ	73.3	58.7	79.1	70.37
SL1344_0300	sinR	0	20.36	52.99	24.45
SL1344_0301		0	0	0	0
SL1344_0302	pagN	284.58	461.14	377.7	374.48
SL1344_0303	sciZ	73.93	66.31	282.85	141.03
SL1344_0304	yafV	31.38	35.19	65.42	44
SL1344_0305	fadE	91.11	92.28	97.83	93.74
SL1344_0306	gmhA	104.12	56.7	40.86	67.22
SL1344_0307	yafJ	31.38	12.57	38.49	27.48
SL1344_0308	yafK	0	31.26	7.98	13.08
SL1344_0309	dbh	11.41	7.31	50.36	23.03
SL1344_0310		15.78	8.43	23.22	15.81
SL1344_0311	prfH	0	12.56	33.65	15.4
SL1344_0312	pepD	45.43	92.61	115.48	84.51
SL1344_0313	gpt	0	4.21	45.12	16.44
SL1344_0314	frsA	0	23.24	14.24	12.49
SL1344_0315	crl	90.05	48.07	73.61	70.58
SL1344_0316	phoE	5.72	21.99	28.06	18.59
SL1344_0317	proB	43.65	85.64	101.69	76.99
SL1344_0318	proA	38.52	33.93	33.06	35.17
tRNA_4	tRNA_4	3176.2	2141.87	983.94	2100.67
SL1344_0319		0	0	0	0
SL1344_0320	dhaF	0	0	0	0
SL1344_0322		37.26	35.81	118.8	63.96
SL1344_0323		0	0	0	0
SL1344_0324	leuC2	0	0	0	0
SL1344_0325	leuD2	0	0	0	0
SL1344_0326		0	10.98	13.45	8.14
SL1344_0327		6.58	14.76	3.23	8.19
SL1344_0328		0	9.99	24.47	11.49
SL1344_0329		0	0	10.85	3.62
SL1344_0330		0	4.84	0	1.61
SL1344_0331	stbE	0	2.54	0	0.85
SL1344_0332	stbD	0	2.91	2.23	1.71
SL1344_0333	stbC	0	2.25	3.45	1.9
SL1344_0334	stbB	0	0	0	0
SL1344_0335	stbA	0	0	0	0
SL1344_0336		7.88	17.66	65.68	30.41
SL1344_0337		0	3.86	41.33	15.06
SL1344_0338		11.47	8.57	3.75	7.93
SL1344_0339		8.1	10.38	15.89	11.46
SL1344_0340		0	3.95	6.05	3.33
SL1344_0341		0	0	11.27	3.76
SL1344_0342		0	3.01	4.61	2.54
SL1344_0343		0	0	0	0
SL1344_0344		0	0	24.67	8.22
SL1344_0345		0	0	0	0
SL1344_0346		0	1.22	0	0.41
SL1344_0347		0	0	0	0
SL1344_0348		0	5.9	0	1.97
SL1344_0349		12.97	4.15	6.36	7.83
SL1344_0350		0	9.94	0	3.31
SL1344_0351		4.8	7.69	40.05	17.51
SL1344_0352	mod	3.07	8.86	19.6	10.51
SL1344_0353	res	4.05	19.44	14.88	12.79
SL1344_0354		0	38.17	146.13	61.43
SL1344_0355		0	8.24	14.73	7.66
SL1344_0356		0	11.45	29.23	13.56
SL1344_0357		0	8.61	13.18	7.26
SL1344_0358		0	5.76	55.86	20.54
SL1344_0359	foxA	19.98	4.57	2.8	9.12
SL1344_0360	yahN	38.09	9.15	51.38	32.87
SL1344_0361	yahO	0	77.11	42.94	40.01
SL1344_0362	prpR	3.7	3.56	5.45	4.24
SL1344_0363	prpB	0	0	0	0
SL1344_0364	prpC	5.15	1.65	0	2.27
SL1344_0365	prpD	0	3.99	0	1.33
SL1344_0366	prpE	0	0	1.57	0.52
SL1344_0367	hemB	6.18	23.75	81.83	37.25
SL1344_0368	yaiU	43.04	25.61	30.16	32.94
SL1344_0369	yaiV	0	6.19	0	2.06
SL1344_0370	ampH	15.98	5.12	13.06	11.39
SL1344_0371	sbmA	10.77	13.79	10.56	11.71
SL1344_0372	yaiW	0	7.05	16.19	7.75
SL1344_0373	yaiY	19.54	56.33	19.17	31.68
SL1344_0374	yaiZ	111.96	179.32	233.4	174.89
SL1344_0375	ddlA	22	31.72	78.25	43.99
SL1344_0376		0	8.11	12.42	6.84
SL1344_0377		0	0	4.88	1.63
SL1344_0378	yaiB	384.61	478.3	521.56	461.49
SL1344_0379	psiF	18.81	18.07	64.57	33.82
SL1344_0380	adrA	16.24	12.13	10.62	13
SL1344_0381	proC	14.88	54.8	65.68	45.12
SL1344_0382	yaiI	26.45	16.95	6.49	16.63
SL1344_0383	aroL	22.08	24.76	37.91	28.25
SL1344_0384	yaiA	0	131.2	216.36	115.86
SL1344_0385	aroM	26.67	102.51	69.76	66.31
SL1344_0386	yaiE	0	40.73	103.94	48.22
SL1344_0387	rdgC	0	27.51	9.72	12.41
SL1344_0388	yajF	0	8.49	3.25	3.91
SL1344_0389	araJ	5.13	8.22	22.67	12.01
SL1344_0390	sbcC	5.75	5.53	11.28	7.52
SL1344_0391	sbcD	0	3.21	4.91	2.71
SL1344_0392	phoB	78.61	103.52	295.61	159.25
SL1344_0393	phoR	9.29	52.1	61.54	40.98
SL1344_0394	brnQ	50.19	81.84	118.61	83.55
SL1344_0395	proY	17.57	23.92	28.01	23.17
SL1344_0396	malZ	0	9.55	8.12	5.89
SL1344_0397	tsaA	369.88	547.56	451.11	456.18
SL1344_0398	yajB	0	16.59	10.16	8.92
SL1344_0399	queA	5.66	7.25	13.87	8.92
SL1344_0400	tgt	16.02	54.73	57.62	42.79
SL1344_0401	yajC	217.52	116.13	133.37	155.67
SL1344_0402	secD	39.1	67.84	86.3	64.41
SL1344_0403	secF	154.95	190.58	188.48	178
SL1344_0404		16.49	63.38	40.44	40.1
SL1344_0405		8.7	8.36	29.86	15.64
SL1344_0406	yajD	34.69	16.67	51.04	34.13
STnc1060	STnc1060	277.76	444.85	499.54	407.38
SL1344_0407	tsx	27.89	24.57	41.05	31.17
SL1344_0408	yajI	0	3.58	38.34	13.97
SL1344_0409	nrdR	0	163.14	216.95	126.7
SL1344_0410	ribD	152.77	164.28	184.66	167.24
SL1344_0411	ribH	115.24	229.68	188.41	177.78
SL1344_0412	nusB	215.44	450.87	704.49	456.93
SL1344_0413	thiL	36.96	63.14	66.47	55.52
SL1344_0414	pgpA	46.74	48.66	80.24	58.55
SL1344_0415	yajO	30.89	29.69	42.43	34.34
SL1344_0416	dxs	29.09	50.73	36.46	38.76
SL1344_0417	ispA	73.64	64.33	75.52	71.16
SL1344_0418	xseB	0	7.97	121.98	43.31
SL1344_0419	thiI	29.09	17.31	14.27	20.22
SL1344_0420	phnV	0	0	7.41	2.47
SL1344_0421	phnU	0	4.48	3.43	2.64
SL1344_0422	phnT	0	3.48	15.97	6.48
SL1344_0423	phnS	25.5	4.08	0	9.86
SL1344_0424	phnR	0	5.36	8.21	4.52
SL1344_0425	phnW	0	3.5	2.68	2.06
SL1344_0426	phnX	0	0	0	0
SL1344_0427	thiJ	0	16.34	15.01	10.45
SL1344_0428	apbA	6.61	21.16	35.64	21.14
SL1344_0429	yajQ	23.65	26.51	52.19	34.12
SL1344_0430	yajR	13.24	15.55	19.48	16.09
SL1344_0430A		0	0	0	0
SL1344_0431		0	2.55	7.81	3.46
SL1344_0432		4.69	3	2.3	3.33
SL1344_0433	cyoE	94.67	93.14	152.57	113.46
SL1344_0434	cyoD	219.5	140.62	116.64	158.92
SL1344_0435	cyoC	175.28	89.83	91.71	118.94
SL1344_0436	cyoB	117.88	100.69	112.68	110.42
SL1344_0437	cyoA	151.08	159.3	206.87	172.42
SL1344_0438	ampG	8.16	9.15	6	7.77
SL1344_0439	yajG	9.52	15.25	18.68	14.49
SL1344_0440	bolA	132.89	66.89	111.74	103.84
SL1344_0441	tig	180.82	210.89	238.78	210.16
SL1344_0442	clpP	57.96	139.24	199	132.07
SL1344_0443	clpX	184.66	336.7	443.59	321.65
SraA	SraA	0	0	107.34	35.78
SL1344_0444	lon	184.07	206.36	211.92	200.78
SL1344_0445	hupB	1327.51	1063.06	3288.24	1892.94
SL1344_0446	cypD	83.63	99.94	102.55	95.37
SL1344_0447	comE1	0	0	0	0
SL1344_0448	ybaW	15.12	4.84	0	6.65
SL1344_0449	ybaX	8.66	49.93	72.2	43.6
SL1344_0450	ybaE	7.08	10.21	3.47	6.92
SL1344_0451	cof	0	0	3.61	1.2
STnc930	STnc930	64.02	0	0	21.34
SL1344_0452		0	5.48	2.8	2.76
SL1344_0453	ybaO	13.14	63.13	64.45	46.91
SL1344_0454	mdlA	10.19	9.79	14.99	11.66
SL1344_0455	mdlB	3.38	10.82	18.23	10.81
SL1344_0456	glnK	0	0	8.73	2.91
SL1344_0457	amtB	4.68	7.49	4.59	5.59
SL1344_0458	tesB	0	13.45	34.32	15.92
SL1344_0459	ybaY	42.31	60.98	93.38	65.56
SL1344_0460	ybaZ	38.7	30.99	47.46	39.05
SL1344_0461	ylaB	7.77	6.22	11.43	8.47
SL1344_0462	rpmE2	2060.03	1542.14	1396.44	1666.2
SL1344_0463	rpmJa	217.52	766.43	1244.74	742.9
SL1344_0464	ylaC	0	8.2	18.84	9.01
SL1344_0465	maa	43.69	24.49	42.86	37.01
SL1344_0466	hha	193.24	221.06	270.81	228.37
SL1344_0467	ybaJ	48.27	41.23	102.6	64.04
SL1344_0468	acrB	64.98	72.85	76.87	71.56
SL1344_0469	acrA	70.62	67.86	54.43	64.31
SL1344_0470	acrR	27.65	11.81	27.12	22.19
SL1344_0471	aefA	12.53	14.33	17.56	14.81
SL1344_0472		0	24.74	22.1	15.61
SL1344_0473	ybaM	0	23.09	0	7.7
SL1344_0474	priC	11.69	29.94	28.66	23.43
SL1344_0476	apt	54.61	34.99	101.79	63.79
SL1344_0477	dnaX	21.85	43.99	53.59	39.81
SL1344_0478	ybaB	18.29	46.87	62.8	42.66
SL1344_0479	recR	59.68	60.54	68.31	62.84
SL1344_0480	htpG	19.27	9.26	29.93	19.48
SL1344_0481	adk	56.07	47.89	77.92	60.63
SL1344_0482	hemH	0	2	9.21	3.74
SL1344_0483	aes	0	1.99	0	0.66
SL1344_0484	gsk	18.46	11.83	18.11	16.13
SL1344_0485	ybaL	7.18	20.7	45.79	24.56
SL1344_0486	fsr	0	4.74	0	1.58
SL1344_0487	ushA	36.43	22.17	17.87	25.49
SL1344_0488	ybaK	0	24.15	80.11	34.75
ChiX	ChiX	27444.45	126844.74	60435.99	71575.06
SL1344_0489	ybaP	15.16	16.99	7.44	13.2
SL1344_0490		0	2.33	0	0.78
SL1344_0491	copA	9.63	5.4	7.08	7.37
SL1344_0492	cueR	0	13.9	42.57	18.83
SL1344_0493	ybbJ	13.31	17.06	13.06	14.48
SL1344_0494	ybbK	13.13	33.63	22.53	23.1
SL1344_0495	ybbL	0	0	4.36	1.45
SL1344_0496	ybbM	0	2.47	0	0.82
SL1344_0497	ybbN	21.14	20.32	41.48	27.64
SL1344_0498	ybbO	15.63	22.53	23	20.39
SL1344_0499	tesA	0	12.56	4.81	5.79
SL1344_0500	ybbA	26.32	25.29	25.82	25.81
SL1344_0501	ybbP	2.49	9.58	25.68	12.58
SL1344_0502		15.93	1.7	23.45	13.69
SL1344_0503	sfbA	7.25	20.9	3.56	10.57
SL1344_0504	sfbB	0	9.49	11.62	7.04
SL1344_0505	sfbC	9.13	0	8.96	6.03
SL1344_0506	ybbB	5.5	19.38	24.28	16.39
SL1344_0507	ybbS	6.5	0	0	2.17
SL1344_0508	allA	0	12	30.62	14.21
SL1344_0509	allR	0	16.5	21.65	12.72
SL1344_0510	gcl	0	1.08	3.31	1.47
SL1344_0511	gip	0	4.97	0	1.66
SL1344_0512	garRa	0	0	0	0
SL1344_0513		0	1.55	0	0.52
SL1344_0515	allP	0	0	0	0
SL1344_0516	allB	0	1.42	6.51	2.64
SL1344_0517	ybbY	0	0	0	0
SL1344_0518	glxK	0	0	5.14	1.71
SL1344_0519	ylbA	23	2.46	11.28	12.25
SL1344_0520	allC	4.87	1.56	0	2.14
SL1344_0521	allD	0	0	5.63	1.88
SL1344_0522	fdrA	3.62	3.48	3.55	3.55
SL1344_0523	ylbE	0	0	0	0
SL1344_0524	ylbF	0	0	0	0
SL1344_0525	arcC	0	0	0	0
SL1344_0526	purK	50.76	61.43	74.69	62.29
SL1344_0527	purE	0	18.94	0	6.31
SL1344_0528	lpxH	0	10.68	4.09	4.92
SL1344_0529	ppiB	0	97.55	173.29	90.28
SL1344_0530	cysS	17.38	26.44	59.68	34.5
SL1344_0531		7.3	0	25.08	10.79
SL1344_0532		0	0	0	0
